title,release_year,results
Resident Evil: Afterlife,2010,"[{'_id': '61e59832ef99b1c54346c59b', 'id': 'tt1220634', 'primaryImage': {'id': 'rm3503365120', 'width': 1012, 'height': 1500, 'url': 'https://m.media-amazon.com/images/M/MV5BZjRlMGQ0NmUtM2U2Ny00MTk3LTg5NjAtN2M3Y2JmZjllNjJlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg', 'caption': {'plainText': 'Milla Jovovich in Resident Evil: Afterlife (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Resident Evil: Afterlife', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Resident Evil: Afterlife', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 23, 'month': 9, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Repeaters,2010,"[{'_id': '61e5ac50d8f3c0931e4bd043', 'id': 'tt1580426', 'primaryImage': {'id': 'rm990164480', 'width': 729, 'height': 1080, 'url': 'https://m.media-amazon.com/images/M/MV5BMTQyMDEzNzU4Ml5BMl5BanBnXkFtZTcwMDYxODI1Nw@@._V1_.jpg', 'caption': {'plainText': 'Richard de Klerk, Amanda Crew, and Dustin Milligan in Repeaters (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Repeaters', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Repeaters', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 1, 'month': 9, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Never Let Me Go,2010,"[{'_id': '61e59ec7ef99b1c543486bd5', 'id': 'tt1334260', 'primaryImage': {'id': 'rm3500244992', 'width': 500, 'height': 739, 'url': 'https://m.media-amazon.com/images/M/MV5BMTM3NDQ1MjE2OF5BMl5BanBnXkFtZTcwNDIxNTk2Mw@@._V1_.jpg', 'caption': {'plainText': 'Never Let Me Go (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Never Let Me Go', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Never Let Me Go', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 28, 'month': 4, 'year': 2011, '__typename': 'ReleaseDate'}}]"
Alpha and Omega,2010,"[{'_id': '61e597c5909c2ca78146aac3', 'id': 'tt1213012', 'primaryImage': {'id': 'rm1128039168', 'width': 1382, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTg4NzQ1ODcxMF5BMl5BanBnXkFtZTcwMDg0MTU2Mw@@._V1_.jpg', 'caption': {'plainText': 'Alpha and Omega (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Alpha en Omega', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Alpha and Omega', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 9, 'month': 2, 'year': 2011, '__typename': 'ReleaseDate'}}]"
Devil,2010,"[{'_id': '61e59da5d8f3c0931e4823fd', 'id': 'tt1314655', 'primaryImage': {'id': 'rm2964131840', 'width': 710, 'height': 1051, 'url': 'https://m.media-amazon.com/images/M/MV5BZDVmZGExMTEtNjk5OS00MTFkLWI0ZDMtNzg4YWFmNGY3NjRkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg', 'caption': {'plainText': 'Tak Fujimoto, John Erick Dowdle, Sam Mercer, Brian Nelson, M. Night Shyamalan, Martin Whist, Elliot Greenberg, and Fernando Velázquez in Devil (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Devil', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Devil', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 16, 'month': 9, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Easy A,2010,"[{'_id': '61e59bc3ef99b1c54347aaaf', 'id': 'tt1282140', 'primaryImage': {'id': 'rm2502591232', 'width': 1386, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMjE1MzU1Mjg1OF5BMl5BanBnXkFtZTcwNDc3NDQ2Mw@@._V1_.jpg', 'caption': {'plainText': 'Emma Stone in Easy A (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Easy A', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Easy A', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 3, 'month': 2, 'year': 2011, '__typename': 'ReleaseDate'}}]"
The Town,2010,"[{'_id': '61e5898478c012aa344332d7', 'id': 'tt0840361', 'primaryImage': {'id': 'rm1596030976', 'width': 519, 'height': 768, 'url': 'https://m.media-amazon.com/images/M/MV5BMTcyNzcxODg3Nl5BMl5BanBnXkFtZTcwMTUyNjQ3Mw@@._V1_.jpg', 'caption': {'plainText': 'Ben Affleck, Rebecca Hall, Jon Hamm, Blake Lively, and Jeremy Renner in The Town (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Town', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Town', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 21, 'month': 10, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Catfish,2010,"[{'_id': '61e5ac5c78c012aa344bce03', 'id': 'tt1584016', 'primaryImage': {'id': 'rm4246763264', 'width': 1012, 'height': 1500, 'url': 'https://m.media-amazon.com/images/M/MV5BYzFkMjE5NDYtZTU1OS00MzRkLWI4NjYtM2YwODU5NmU0MzJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', 'caption': {'plainText': 'Catfish (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Catfish', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Catfish', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 2, 'month': 12, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Jack Goes Boating,2010,"[{'_id': '61e59b8aef99b1c543479c3b', 'id': 'tt1278379', 'primaryImage': {'id': 'rm1488370688', 'width': 6000, 'height': 8248, 'url': 'https://m.media-amazon.com/images/M/MV5BODQ1ODEyMDkyOF5BMl5BanBnXkFtZTcwMzQ0NTYzNg@@._V1_.jpg', 'caption': {'plainText': 'Philip Seymour Hoffman and Amy Ryan in Jack Goes Boating (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Jack Goes Boating', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Jack Goes Boating', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 29, 'month': 12, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Last Day of Summer,2010,[]
Leaves of Grass,2010,[]
You Will Meet a Tall Dark Stranger,2010,"[{'_id': '61e595faef99b1c543463929', 'id': 'tt1182350', 'primaryImage': {'id': 'rm326926336', 'width': 892, 'height': 1321, 'url': 'https://m.media-amazon.com/images/M/MV5BMTkzOTI3MTE0OF5BMl5BanBnXkFtZTcwOTg3NDI3Mw@@._V1_.jpg', 'caption': {'plainText': 'You Will Meet a Tall Dark Stranger (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'You Will Meet a Tall Dark Stranger', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'You Will Meet a Tall Dark Stranger', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 16, 'month': 12, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Legend of the Guardians: The Owls of Ga'Hoole,2010,"[{'_id': '61e5982378c012aa3446c073', 'id': 'tt1219342', 'primaryImage': {'id': 'rm1823637504', 'width': 800, 'height': 1183, 'url': 'https://m.media-amazon.com/images/M/MV5BMjE0NjA5OTA4N15BMl5BanBnXkFtZTcwODA3MTA3Mw@@._V1_.jpg', 'caption': {'plainText': ""Legend of the Guardians: The Owls of Ga'Hoole (2010)"", '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': ""Legend of the Guardians: The Owls of Ga'Hoole"", '__typename': 'TitleText'}, 'originalTitleText': {'text': ""Legend of the Guardians: The Owls of Ga'Hoole"", '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 29, 'month': 9, 'year': 2010, '__typename': 'ReleaseDate'}}]"
The Virginity Hit,2010,"[{'_id': '61e5ad8ca66e5964234c1775', 'id': 'tt1695994', 'primaryImage': {'id': 'rm3077079296', 'width': 1385, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTM0NzI4MTg2MF5BMl5BanBnXkFtZTcwODM2NDY4Mw@@._V1_.jpg', 'caption': {'plainText': 'The Virginity Hit (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Virginity Hit', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Virginity Hit', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 24, 'month': 9, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Wall Street: Money Never Sleeps,2010,"[{'_id': '61e58cd4d8f3c0931e43fd21', 'id': 'tt1027718', 'primaryImage': {'id': 'rm178622208', 'width': 1383, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_.jpg', 'caption': {'plainText': 'Michael Douglas and Shia LaBeouf in Wall Street: Money Never Sleeps (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Wall Street: Money Never Sleeps', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Wall Street: Money Never Sleeps', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 23, 'month': 9, 'year': 2010, '__typename': 'ReleaseDate'}}]"
You Again,2010,"[{'_id': '61e5a35de1a8ddbd96499669', 'id': 'tt1414382', 'primaryImage': {'id': 'rm2549908224', 'width': 534, 'height': 792, 'url': 'https://m.media-amazon.com/images/M/MV5BMTM5MzkyMDY0MV5BMl5BanBnXkFtZTcwNDkxNDc1Mw@@._V1_.jpg', 'caption': {'plainText': 'Jamie Lee Curtis, Sigourney Weaver, Kristen Bell, Betty White, and Odette Annable in You Again (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'You Again', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'You Again', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 24, 'month': 9, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Like Dandelion Dust,2010,[]
Norwegian Wood,2010,[]
Case 39,2010,[]
Hatchet II,2010,"[{'_id': '61e59b17d735dff3f9477fc1', 'id': 'tt1270835', 'primaryImage': {'id': 'rm3091366144', 'width': 864, 'height': 1280, 'url': 'https://m.media-amazon.com/images/M/MV5BMTM1OTI5MzQxOF5BMl5BanBnXkFtZTcwMjUwMjg4Mw@@._V1_.jpg', 'caption': {'plainText': 'Hatchet II (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Hatchet II', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Hatchet II', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 2, 'month': 7, 'year': 2013, '__typename': 'ReleaseDate'}}]"
Let Me In,2010,"[{'_id': '61e598b078c012aa3446e2f1', 'id': 'tt1228987', 'primaryImage': {'id': 'rm2810151168', 'width': 580, 'height': 895, 'url': 'https://m.media-amazon.com/images/M/MV5BNDQ4MjQ4OTMwMF5BMl5BanBnXkFtZTcwOTYzNDc4Mw@@._V1_.jpg', 'caption': {'plainText': 'Chloë Grace Moretz in Let Me In (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Let Me In', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Let Me In', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 13, 'month': 1, 'year': 2011, '__typename': 'ReleaseDate'}}]"
The Social Network,2010,"[{'_id': '61e59beeef99b1c54347b5a1', 'id': 'tt1285016', 'primaryImage': {'id': 'rm880244480', 'width': 675, 'height': 1000, 'url': 'https://m.media-amazon.com/images/M/MV5BOGUyZDUxZjEtMmIzMC00MzlmLTg4MGItZWJmMzBhZjE0Mjc1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg', 'caption': {'plainText': 'Jesse Eisenberg in The Social Network (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Social Network', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Social Network', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 28, 'month': 10, 'year': 2010, '__typename': 'ReleaseDate'}}]"
It's Kind of a Funny Story,2010,"[{'_id': '61e58918d735dff3f9431bdb', 'id': 'tt0804497', 'primaryImage': {'id': 'rm2231402496', 'width': 1382, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTk0MTAyNjQ2N15BMl5BanBnXkFtZTcwNjYwOTU3Mw@@._V1_.jpg', 'caption': {'plainText': ""Zach Galifianakis, Emma Roberts, and Keir Gilchrist in It's Kind of a Funny Story (2010)"", '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': ""It's Kind of a Funny Story"", '__typename': 'TitleText'}, 'originalTitleText': {'text': ""It's Kind of a Funny Story"", '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 8, 'month': 10, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Life as We Know It,2010,"[{'_id': '61e58e74ef99b1c543446163', 'id': 'tt1055292', 'primaryImage': {'id': 'rm128811264', 'width': 1013, 'height': 1500, 'url': 'https://m.media-amazon.com/images/M/MV5BMTc1OTQzNzE0Nl5BMl5BanBnXkFtZTcwNDU4NDk3Mw@@._V1_.jpg', 'caption': {'plainText': 'Katherine Heigl and Josh Duhamel in Life as We Know It (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Life as We Know It', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Life as We Know It', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 14, 'month': 10, 'year': 2010, '__typename': 'ReleaseDate'}}]"
My Soul to Take,2010,"[{'_id': '61e589d9a66e596423434697', 'id': 'tt0872230', 'primaryImage': {'id': 'rm2332065792', 'width': 1013, 'height': 1500, 'url': 'https://m.media-amazon.com/images/M/MV5BMTk4NjE1OTg1MV5BMl5BanBnXkFtZTcwNTgwOTU3Mw@@._V1_.jpg', 'caption': {'plainText': 'My Soul to Take (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'My Soul to Take', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'My Soul to Take', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 8, 'month': 10, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Secretariat,2010,"[{'_id': '61e58cdf8a5a6a599f440181', 'id': 'tt1028576', 'primaryImage': {'id': 'rm1638170880', 'width': 1360, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTgwNDkyMDU3NV5BMl5BanBnXkFtZTcwNjMyNjI4Mw@@._V1_.jpg', 'caption': {'plainText': 'Secretariat (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Secretariat', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Secretariat', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 8, 'month': 10, 'year': 2010, '__typename': 'ReleaseDate'}}]"
I Spit on Your Grave,2010,"[{'_id': '61e59978e1a8ddbd9647188d', 'id': 'tt1242432', 'primaryImage': {'id': 'rm2705163008', 'width': 1382, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTkxMTE3NzEzMl5BMl5BanBnXkFtZTcwMzc4MTU2Mw@@._V1_.jpg', 'caption': {'plainText': 'Sarah Butler in I Spit on Your Grave (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'I Spit on Your Grave', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'I Spit on Your Grave', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 4, 'month': 10, 'year': 2011, '__typename': 'ReleaseDate'}}]"
Inside Job,2010,"[{'_id': '61e5ad02cffb8f2faa4bf6e7', 'id': 'tt1645089', 'primaryImage': {'id': 'rm1670217984', 'width': 890, 'height': 1319, 'url': 'https://m.media-amazon.com/images/M/MV5BMTQ3MjkyODA2Nl5BMl5BanBnXkFtZTcwNzQxMTU4Mw@@._V1_.jpg', 'caption': {'plainText': 'Inside Job (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Inside Job', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Inside Job', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 5, 'month': 5, 'year': 2011, '__typename': 'ReleaseDate'}}]"
It's a Wonderful Afterlife,2010,"[{'_id': '61e59df0d8f3c0931e483707', 'id': 'tt1319716', 'primaryImage': {'id': 'rm3019276544', 'width': 1395, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTg4NjgyNzE3NF5BMl5BanBnXkFtZTcwMjE4OTc3Mw@@._V1_.jpg', 'caption': {'plainText': ""It's a Wonderful Afterlife (2010)"", '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': ""It's a Wonderful Afterlife"", '__typename': 'TitleText'}, 'originalTitleText': {'text': ""It's a Wonderful Afterlife"", '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 21, 'month': 4, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Nowhere Boy,2010,[]
Stone,2010,"[{'_id': '61e5a3eea66e59642349b6d5', 'id': 'tt1423995', 'primaryImage': {'id': 'rm1945207040', 'width': 1382, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTgxOTk4MDIyOF5BMl5BanBnXkFtZTcwMzI3Nzc3Mw@@._V1_.jpg', 'caption': {'plainText': 'Robert De Niro, Milla Jovovich, and Edward Norton in Stone (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Stone', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Stone', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 22, 'month': 10, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Tamara Drewe,2010,"[{'_id': '61e5a78def99b1c5434a9dfd', 'id': 'tt1486190', 'primaryImage': {'id': 'rm3928736769', 'width': 1050, 'height': 1500, 'url': 'https://m.media-amazon.com/images/M/MV5BNzAyZjRiNjctNGFkOS00MTIwLWJkYWUtMjcwZjgwM2JlZDIwXkEyXkFqcGdeQXVyMzExODEzNDA@._V1_.jpg', 'caption': {'plainText': 'Roger Allam, Bill Camp, Tamsin Greig, Jessica Barden, and Gemma Arterton in Tamara Drewe (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Tamara Drewe', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Tamara Drewe', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 28, 'month': 10, 'year': 2010, '__typename': 'ReleaseDate'}}]"
